"1";"10";"18";"11";"13";"-13";"-5";"-8";"0";"49.9";"0";"0";"0";"0";"0";"0";"0";"0";"4.09";"0";"0";"0"
"2";"10";"17";"12";"60";"5";"4";"1";"0";"0";"0";"104.28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3";"10";"16";"11";"35";"-7";"-17";"12";"0";"50.03";"0";"0";"0";"0";"0";"0";"0.53";"0";"0.92";"0";"0";"0"
"4";"10";"15";"10";"1";"-3";"1";"-4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"5";"10";"14";"10";"12";"7";"-11";"20";"0";"1.06";"0";"493.68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"6";"10";"13";"10";"1";"-4";"-5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7";"10";"13";"11";"1";"-1";"-3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8";"10";"12";"12";"16";"0";"12";"-11";"0";"5.02";"0";"1.32";"0";"0";"0";"0.4";"0";"0";"0";"0";"0";"0"
"9";"10";"12";"13";"14";"1";"4";"-3";"0";"0";"0";"85.4";"0";"0";"1.85";"0";"0";"0";"0";"0";"0";"0"
"10";"10";"12";"14";"1";"1";"-1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"11";"10";"13";"13";"36";"-15";"22";"-30";"0";"0";"0";"283.67";"0";"0";"14.92";"0";"0";"0";"0";"0";"0";"0"
"12";"10";"12";"15";"54";"33";"-15";"56";"0";"302.28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"13";"10";"13";"16";"1";"-1";"-2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"14";"10";"14";"16";"14";"7";"1";"6";"0";"0";"0";"74.84";"0";"0";"2.11";"0";"0";"0";"0";"0";"0";"0"
"15";"10";"15";"16";"70";"-3";"8";"-10";"0";"0";"0";"7";"2.51";"0";"0";"0";"1.45";"0";"9.24";"0";"0";"0"
"16";"10";"14";"17";"1";"5";"-1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17";"10";"14";"18";"61";"5";"9";"-4";"0";"0";"0";"28.25";"0";"0";"2.11";"0.26";"0";"0";"0";"0";"0";"0"
"18";"10";"14";"19";"1";"-1";"-5";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19";"10";"14";"20";"1";"-4";"0";"-4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20";"10";"14";"21";"1";"1";"-3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"21";"10";"14";"22";"33";"-4";"9";"-12";"0";"0";"0";"0";"0";"0";"6.47";"8.18";"0";"0";"0";"0";"0";"0"
"22";"10";"13";"22";"1";"-4";"1";"-5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"23";"10";"13";"21";"1";"-3";"5";"-8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"24";"10";"13";"23";"1";"5";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
